periodo,credito_sector_privado,tipo_cambio,inflacion_ipc,pbi_desestacionalizado,fecha,creditos_sbs_millones,numero_entidades_sbs,hoja_sbs,url_sbs,fecha_dt,anio,trimestre,periodo_trimestral
Oct.2014,246094.13245284,2.90670909090909,3.08804046928228,148.317666345584,2014-10,187231.844709,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Octubre/B-2332-oc2014.XLS,2014-10-01,2014,4,2014T4
Nov.2014,249831.85099824,2.92551,3.15910225000358,147.497318721597,2014-11,188825.357022,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Noviembre/B-2332-no2014.XLS,2014-11-01,2014,4,2014T4
Dic.2014,252936.3265098,2.9625380952381,3.22406118871739,146.632069731315,2014-12,192503.102971,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2014/Diciembre/B-2332-di2014.XLS,2014-12-01,2014,4,2014T4
Ene.2015,256052.55,3.006785,3.07326326860977,147.756580366387,2015-01,194916.730116,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Enero/B-2332-en2015.XLS,2015-01-01,2015,1,2015T1
Feb.2015,258367.46,3.079435,2.76858517072284,148.530397765917,2015-02,196092.259921,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Febrero/B-2332-fe2015.XLS,2015-02-01,2015,1,2015T1
Mar.2015,261317.44,3.09223636363636,3.02019928834408,149.7342466296,2015-03,202479.533308,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Marzo/B-2332-ma2015.XLS,2015-03-01,2015,1,2015T1
Abr.2015,265737.69,3.12064,3.0174126785349,152.471072114303,2015-04,206480.951876,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Abril/B-2332-ab2015.XLS,2015-04-01,2015,2,2015T2
May.2015,269634.02,3.151345,3.36620186894155,148.001598467745,2015-05,209294.42927500003,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Mayo/B-2332-my2015.XLS,2015-05-01,2015,2,2015T2
Jun.2015,271083.57,3.16178095238095,3.54491029740405,150.273069169179,2015-06,210578.745821,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Junio/B-2332-jn2015.XLS,2015-06-01,2015,2,2015T2
Jul.2015,273331.29,3.181965,3.56292547971011,151.302115642306,2015-07,212448.377747,17,P010P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Julio/B-2332-jl2015.XLS,2015-07-01,2015,3,2015T3
Ago.2015,277941.89,3.23944285714286,4.0426728422815,150.176590820722,2015-08,216905.453867,17,P031P,https://intranet2.sbs.gob.pe/estadistica/financiera/2015/Agosto/B-2332-ag2015.XLS,2015-08-01,2015,3,2015T3
